Item,RowDesc,Monday of Week,Weekday,mMatrixValue
766-0000-001+TL,Plan Build Qty,6/23/2025 0:00,Tue,
766-0000-001+TL,Plan Build Qty,6/23/2025 0:00,Wed,
766-0000-001+TL,Plan Build Qty,6/23/2025 0:00,Thu,
766-0000-001+TL,Plan Build Qty,6/23/2025 0:00,Fri,
766-0000-001+TL,Plan Delivery Qty,5/19/2025 0:00,Sat,
766-0000-001+TL,Plan Delivery Qty,5/26/2025 0:00,Sun,
766-0000-001+TL,Plan Delivery Qty,5/26/2025 0:00,Mon,
766-0000-001+TL,Plan Delivery Qty,5/26/2025 0:00,Tue,3
766-0000-001+TL,Plan Delivery Qty,5/26/2025 0:00,Wed,
766-0000-001+TL,Plan Delivery Qty,5/26/2025 0:00,Thu,
766-0000-001+TL,Plan Delivery Qty,5/26/2025 0:00,Fri,
766-0000-001+TL,Plan Delivery Qty,5/26/2025 0:00,Sat,
766-0000-001+TL,Plan Delivery Qty,6/2/2025 0:00,Sun,
766-0000-001+TL,Plan Delivery Qty,6/2/2025 0:00,Mon,
766-0000-001+TL,Plan Delivery Qty,6/2/2025 0:00,Tue,
766-0000-001+TL,Plan Delivery Qty,6/2/2025 0:00,Wed,
766-0000-001+TL,Plan Delivery Qty,6/2/2025 0:00,Thu,
766-0000-001+TL,Plan Delivery Qty,6/2/2025 0:00,Fri,
766-0000-001+TL,Plan Delivery Qty,6/2/2025 0:00,Sat,
766-0000-001+TL,Plan Delivery Qty,6/9/2025 0:00,Sun,
766-0000-001+TL,Plan Delivery Qty,6/9/2025 0:00,Mon,
766-0000-001+TL,Plan Delivery Qty,6/9/2025 0:00,Tue,
766-0000-001+TL,Plan Delivery Qty,6/9/2025 0:00,Wed,
766-0000-001+TL,Plan Delivery Qty,6/9/2025 0:00,Thu,
766-0000-001+TL,Plan Delivery Qty,6/9/2025 0:00,Fri,
766-0000-001+TL,Plan Delivery Qty,6/9/2025 0:00,Sat,
766-0000-001+TL,Plan Delivery Qty,6/16/2025 0:00,Sun,
766-0000-001+TL,Plan Delivery Qty,6/16/2025 0:00,Mon,
766-0000-001+TL,Plan Delivery Qty,6/16/2025 0:00,Tue,
766-0000-001+TL,Plan Delivery Qty,6/16/2025 0:00,Wed,
766-0000-001+TL,Plan Delivery Qty,6/16/2025 0:00,Thu,17
766-0000-001+TL,Plan Delivery Qty,6/16/2025 0:00,Fri,
766-0000-001+TL,Plan Delivery Qty,6/16/2025 0:00,Sat,
766-0000-001+TL,Plan Delivery Qty,6/23/2025 0:00,Sun,
766-0000-001+TL,Plan Delivery Qty,6/23/2025 0:00,Mon,
766-0000-001+TL,Plan Delivery Qty,6/23/2025 0:00,Tue,12
766-0000-001+TL,Plan Delivery Qty,6/23/2025 0:00,Wed,
766-0000-001+TL,Plan Delivery Qty,6/23/2025 0:00,Thu,
766-0000-001+TL,Plan Delivery Qty,6/23/2025 0:00,Fri,
766-0020-002,Plan Build Qty,5/19/2025 0:00,Sat,
766-0020-002,Plan Build Qty,5/26/2025 0:00,Sun,
766-0020-002,Plan Build Qty,5/26/2025 0:00,Mon,
766-0020-002,Plan Build Qty,5/26/2025 0:00,Tue,6
766-0020-002,Plan Build Qty,5/26/2025 0:00,Wed,
766-0020-002,Plan Build Qty,5/26/2025 0:00,Thu,
766-0020-002,Plan Build Qty,5/26/2025 0:00,Fri,
766-0020-002,Plan Build Qty,5/26/2025 0:00,Sat,
766-0020-002,Plan Build Qty,6/2/2025 0:00,Sun,
766-0020-002,Plan Build Qty,6/2/2025 0:00,Mon,
766-0020-002,Plan Build Qty,6/2/2025 0:00,Tue,
766-0020-002,Plan Build Qty,6/2/2025 0:00,Wed,
766-0020-002,Plan Build Qty,6/2/2025 0:00,Thu,
766-0020-002,Plan Build Qty,6/2/2025 0:00,Fri,
766-0020-002,Plan Build Qty,6/2/2025 0:00,Sat,
766-0020-002,Plan Build Qty,6/9/2025 0:00,Sun,
766-0020-002,Plan Build Qty,6/9/2025 0:00,Mon,
766-0020-002,Plan Build Qty,6/9/2025 0:00,Tue,
766-0020-002,Plan Build Qty,6/9/2025 0:00,Wed,
766-0020-002,Plan Build Qty,6/9/2025 0:00,Thu,
766-0020-002,Plan Build Qty,6/9/2025 0:00,Fri,
766-0020-002,Plan Build Qty,6/9/2025 0:00,Sat,
766-0020-002,Plan Build Qty,6/16/2025 0:00,Sun,
766-0020-002,Plan Build Qty,6/16/2025 0:00,Mon,
766-0020-002,Plan Build Qty,6/16/2025 0:00,Tue,
766-0020-002,Plan Build Qty,6/16/2025 0:00,Wed,
766-0020-002,Plan Build Qty,6/16/2025 0:00,Thu,
766-0020-002,Plan Build Qty,6/16/2025 0:00,Fri,
766-0020-002,Plan Build Qty,6/16/2025 0:00,Sat,
766-0020-002,Plan Build Qty,6/23/2025 0:00,Sun,
766-0020-002,Plan Build Qty,6/23/2025 0:00,Mon,
766-0020-002,Plan Build Qty,6/23/2025 0:00,Tue,
766-0020-002,Plan Build Qty,6/23/2025 0:00,Wed,
